Year,Cause Name,State,Deaths
2000,Stroke,Utah,975
2003,Heart disease,Wyoming,975
2009,Influenza and pneumonia,Maryland,976
2002,Stroke,Nevada,976
2012,Suicide,Tennessee,978
2000,Diabetes,Oklahoma,978
2004,Stroke,Nebraska,978
2015,Cancer,Alaska,978
2011,Kidney disease,Wisconsin,979
2009,Influenza and pneumonia,Wisconsin,979
2006,Suicide,Arizona,979
1999,Kidney disease,Alabama,979
2014,Kidney disease,Wisconsin,980
2008,Suicide,Georgia,981
2004,Alzheimer's disease,Kentucky,982
2010,Kidney disease,Tennessee,983
2002,Kidney disease,Louisiana,983
2013,Stroke,West Virginia,983
2009,CLRD,New Mexico,984
2001,Heart disease,Wyoming,985
2002,Suicide,North Carolina,986
2011,Influenza and pneumonia,Wisconsin,986
2012,Influenza and pneumonia,Maryland,986
2010,Alzheimer's disease,Maryland,986
1999,Diabetes,Oklahoma,986
2005,Stroke,Nebraska,986
2016,Influenza and pneumonia,Alabama,987
2009,CLRD,Nebraska,987
2000,CLRD,Nevada,989
2001,Kidney disease,Missouri,991
2013,Kidney disease,Kentucky,991
2000,Heart disease,Wyoming,992
2013,Kidney disease,Wisconsin,993
2008,Kidney disease,Kentucky,993
2001,Kidney disease,Louisiana,993
2009,Alzheimer's disease,Oklahoma,993
2009,Kidney disease,Wisconsin,994
2007,Influenza and pneumonia,Maryland,994
2004,Influenza and pneumonia,Alabama,994
2007,Kidney disease,Kentucky,994
2006,Heart disease,Wyoming,994
2000,Unintentional injuries,New Mexico,995
2016,Cancer,Alaska,995
2015,Kidney disease,Wisconsin,996
2012,Influenza and pneumonia,Wisconsin,996
2005,Influenza and pneumonia,Louisiana,996
2011,Diabetes,Mississippi,996
2007,Suicide,Georgia,997
2001,Suicide,North Carolina,997
2014,Suicide,Tennessee,997
2015,Kidney disease,Kentucky,998
2008,CLRD,New Mexico,1001
2014,Influenza and pneumonia,Wisconsin,1002
2007,Kidney disease,Wisconsin,1002
2011,Alzheimer's disease,Arkansas,1002
2000,Suicide,Illinois,1003
2003,Unintentional injuries,West Virginia,1004
2012,Heart disease,Wyoming,1005
2002,Heart disease,Wyoming,1005
2009,Diabetes,Massachusetts,1007
2008,Kidney disease,Wisconsin,1007
2013,Suicide,Colorado,1007
1999,Influenza and pneumonia,Oklahoma,1007
2008,Influenza and pneumonia,Maryland,1008
1999,Influenza and pneumonia,Louisiana,1008
2010,CLRD,Nebraska,1008
2005,Suicide,North Carolina,1009
1999,Heart disease,Wyoming,1009
2006,Suicide,Illinois,1010
2000,Influenza and pneumonia,Washington,1010
2003,Suicide,Illinois,1011
2014,Kidney disease,Alabama,1011
2005,Influenza and pneumonia,Alabama,1011
2001,Diabetes,Oregon,1011
2016,Kidney disease,Alabama,1012
2000,Diabetes,Arizona,1012
2005,Alzheimer's disease,Oklahoma,1012
2002,Alzheimer's disease,Kentucky,1013
2006,Influenza and pneumonia,Wisconsin,1014
2010,Alzheimer's disease,Oklahoma,1015
2014,Diabetes,Mississippi,1015
2007,Suicide,Arizona,1016
2008,Alzheimer's disease,Maryland,1016
2013,Cancer,Alaska,1016
2010,Cancer,Wyoming,1016
2014,Suicide,Missouri,1017
2014,Influenza and pneumonia,Kentucky,1017
2009,Influenza and pneumonia,Kentucky,1018
2014,Influenza and pneumonia,Maryland,1019
2014,Diabetes,Iowa,1019
1999,Suicide,Illinois,1020
2001,Unintentional injuries,New Mexico,1020
2011,Suicide,Washington,1021
2009,Diabetes,Minnesota,1021
2005,Influenza and pneumonia,Kentucky,1021
2004,Unintentional injuries,Nevada,1021
2007,Influenza and pneumonia,Wisconsin,1022
1999,Kidney disease,Indiana,1022
2010,CLRD,New Mexico,1022
2012,Kidney disease,Wisconsin,1024
2000,Alzheimer's disease,Tennessee,1024
2011,CLRD,New Mexico,1024
2016,Influenza and pneumonia,Maryland,1025
2008,Diabetes,Oregon,1025
2009,Unintentional injuries,Nevada,1025
2015,CLRD,Maine,1025
2004,Suicide,North Carolina,1027
2013,Suicide,Washington,1027
2004,Suicide,Illinois,1028
2010,Diabetes,Massachusetts,1028
2003,Stroke,Nevada,1028
2003,Suicide,Michigan,1029
1999,CLRD,Nevada,1029
2013,Suicide,Tennessee,1030
2001,Alzheimer's disease,Oregon,1030
2004,Stroke,Nevada,1030
2015,Heart disease,Wyoming,1030
2011,Influenza and pneumonia,Indiana,1031
2014,Influenza and pneumonia,Alabama,1031
2002,Kidney disease,Alabama,1032
2003,Influenza and pneumonia,Iowa,1032
2003,Diabetes,Oregon,1032
2013,CLRD,Nebraska,1032
2003,Influenza and pneumonia,Kentucky,1033
2016,Suicide,Indiana,1034
2016,Kidney disease,Kentucky,1034
1999,Unintentional injuries,Connecticut,1034
1999,Kidney disease,Virginia,1035
2013,Influenza and pneumonia,Alabama,1035
2012,Kidney disease,Alabama,1035
2016,Alzheimer's disease,Connecticut,1035
2014,Heart disease,Wyoming,1035
2014,Kidney disease,Tennessee,1036
2011,Influenza and pneumonia,Maryland,1036
2005,Kidney disease,Alabama,1036
2010,Diabetes,Minnesota,1037
2012,Suicide,Washington,1038
2016,Stroke,West Virginia,1039
2015,Kidney disease,Alabama,1040
1999,Alzheimer's disease,New Jersey,1041
2002,Diabetes,Oregon,1041
2010,Cancer,District of Columbia,1041
2015,Influenza and pneumonia,Indiana,1044
2016,Cancer,District of Columbia,1044
2000,Alzheimer's disease,Arizona,1045
2011,Kidney disease,Alabama,1047
2008,CLRD,Nebraska,1047
2004,Kidney disease,Alabama,1049
2011,Stroke,West Virginia,1049
2012,Diabetes,Mississippi,1050
2007,CLRD,Nevada,1050
2001,Suicide,Michigan,1051
2007,Kidney disease,Alabama,1051
2003,Alzheimer's disease,South Carolina,1051
2001,Unintentional injuries,Iowa,1051
2016,Heart disease,Wyoming,1051
2015,Influenza and pneumonia,Wisconsin,1052
2015,Suicide,Missouri,1052
2012,Suicide,Colorado,1052
2010,Diabetes,Oregon,1052
2013,CLRD,New Mexico,1052
2012,CLRD,Nebraska,1052
2011,Suicide,Virginia,1054
2000,Unintentional injuries,Kansas,1054
2001,Unintentional injuries,Connecticut,1056
2013,Kidney disease,Alabama,1057
2009,Influenza and pneumonia,Arizona,1058
2001,Diabetes,Arizona,1058
2006,Alzheimer's disease,Colorado,1058
2011,Unintentional injuries,Utah,1058
2009,Suicide,Arizona,1060
2008,Alzheimer's disease,Oklahoma,1061
2003,Kidney disease,Alabama,1062
2012,Suicide,Virginia,1063
2014,Influenza and pneumonia,Indiana,1063
1999,Diabetes,Arizona,1063
2005,Alzheimer's disease,Colorado,1064
2002,Diabetes,Oklahoma,1064
2003,Kidney disease,Louisiana,1065
2001,Diabetes,Oklahoma,1065
2006,CLRD,Nevada,1066
2013,Kidney disease,Tennessee,1068
2015,Suicide,Tennessee,1068
2008,Influenza and pneumonia,Arizona,1068
2011,CLRD,Nebraska,1068
2012,Alzheimer's disease,Oklahoma,1069
2000,Unintentional injuries,Iowa,1070
2011,Cancer,District of Columbia,1070
2013,Diabetes,Mississippi,1071
2013,Suicide,Virginia,1072
2003,Alzheimer's disease,Kentucky,1072
2006,Stroke,West Virginia,1072
2015,Cancer,District of Columbia,1072
2009,Diabetes,Oregon,1073
2004,Diabetes,Oregon,1073
2009,Stroke,West Virginia,1073
2003,Suicide,Ohio,1074
2006,Kidney disease,Louisiana,1074
2002,Kidney disease,Missouri,1076
2007,Suicide,North Carolina,1077
1999,Influenza and pneumonia,Minnesota,1077
2015,Diabetes,Iowa,1077
2015,Stroke,Nevada,1078
2008,Diabetes,Massachusetts,1079
2010,Kidney disease,Kentucky,1079
2015,Stroke,West Virginia,1079
1999,Alzheimer's disease,Georgia,1080
2012,Cancer,District of Columbia,1081
2006,Influenza and pneumonia,Maryland,1082
2005,Alzheimer's disease,Iowa,1082
1999,Influenza and pneumonia,Iowa,1082
2009,Diabetes,Arizona,1083
2004,Kidney disease,Missouri,1083
2014,Suicide,Colorado,1083
1999,Alzheimer's disease,Minnesota,1083
2014,Diabetes,Oregon,1083
2000,Kidney disease,Indiana,1084
2007,Diabetes,Minnesota,1084
2016,Diabetes,Mississippi,1084
2005,Suicide,Illinois,1086
2003,Influenza and pneumonia,Washington,1086
2008,Diabetes,Minnesota,1087
2000,Suicide,Ohio,1088
2001,Diabetes,South Carolina,1088
2010,Unintentional injuries,Nevada,1088
2010,Diabetes,Oklahoma,1089
2003,Unintentional injuries,Kansas,1089
2015,Kidney disease,Tennessee,1090
2011,Diabetes,South Carolina,1090
2007,Diabetes,Kentucky,1091
2006,Unintentional injuries,Nevada,1091
2000,Stroke,Nebraska,1091
2015,Diabetes,Mississippi,1092
2010,Suicide,Arizona,1093
2015,Suicide,Colorado,1093
2002,Unintentional injuries,Iowa,1093
2000,Alzheimer's disease,Virginia,1094
2003,Stroke,Nebraska,1094
2015,Alzheimer's disease,Maryland,1095
2013,Cancer,District of Columbia,1095
2000,Alzheimer's disease,Missouri,1096
2016,Stroke,Nevada,1096
2008,Stroke,West Virginia,1096
2015,Influenza and pneumonia,Alabama,1097
2012,Unintentional injuries,Utah,1097
2004,Suicide,Michigan,1098
2007,Influenza and pneumonia,Indiana,1098
2014,Alzheimer's disease,Mississippi,1098
2012,Diabetes,Massachusetts,1099
2003,Kidney disease,Missouri,1099
2001,Diabetes,Kentucky,1099
1999,Suicide,Ohio,1102
2013,Influenza and pneumonia,Maryland,1103
2001,Alzheimer's disease,Alabama,1103
2008,Diabetes,Oklahoma,1103
2013,Unintentional injuries,Utah,1103
2014,Stroke,West Virginia,1103
2002,Stroke,Nebraska,1103
2006,Kidney disease,Alabama,1104
2003,Diabetes,Oklahoma,1104
2005,Unintentional injuries,Nevada,1104
2010,Stroke,West Virginia,1104
2001,Influenza and pneumonia,Alabama,1105
2002,Unintentional injuries,New Mexico,1105
2002,Suicide,Michigan,1106
2006,Suicide,North Carolina,1106
2001,Alzheimer's disease,Missouri,1106
1999,Alzheimer's disease,Indiana,1106
2008,Kidney disease,Alabama,1107
2000,Diabetes,Kentucky,1107
2007,Suicide,Illinois,1108
2005,Suicide,Michigan,1108
2001,Alzheimer's disease,Arizona,1108
2013,Kidney disease,Louisiana,1108
2004,Unintentional injuries,Iowa,1108
2013,Diabetes,Oregon,1109
2007,Alzheimer's disease,Colorado,1109
2015,CLRD,New Mexico,1109
2009,Diabetes,Wisconsin,1110
2004,Kidney disease,Louisiana,1110
2004,Unintentional injuries,West Virginia,1110
2016,Suicide,Tennessee,1111
2004,Influenza and pneumonia,Arizona,1111
2004,Influenza and pneumonia,Maryland,1111
2002,Alzheimer's disease,Louisiana,1111
2002,Diabetes,South Carolina,1112
2003,Unintentional injuries,Connecticut,1112
2011,Diabetes,Oregon,1113
2007,Diabetes,Oregon,1113
2007,Stroke,West Virginia,1113
2001,Influenza and pneumonia,Kentucky,1114
2008,Influenza and pneumonia,Wisconsin,1116
2000,Influenza and pneumonia,Maryland,1116
2014,Cancer,District of Columbia,1116
2016,CLRD,Nebraska,1117
2015,Suicide,Virginia,1118
2006,Kidney disease,Missouri,1118
2000,Kidney disease,Virginia,1118
1999,Diabetes,South Carolina,1118
2014,Suicide,Washington,1119
2002,Influenza and pneumonia,Maryland,1121
2006,Alzheimer's disease,Iowa,1121
2003,Cancer,District of Columbia,1122
2014,Suicide,Virginia,1123
1999,Unintentional injuries,Iowa,1123
2014,CLRD,Nebraska,1123
2002,Alzheimer's disease,Oregon,1124
2004,CLRD,Nevada,1124
2013,Influenza and pneumonia,Wisconsin,1125
2012,Diabetes,Oregon,1126
1999,Unintentional injuries,Kansas,1126
1999,Kidney disease,Massachusetts,1127
2014,CLRD,New Mexico,1127
2010,Influenza and pneumonia,New Jersey,1128
2001,Kidney disease,Virginia,1128
2010,Diabetes,South Carolina,1128
2009,Diabetes,South Carolina,1128
2006,Influenza and pneumonia,Indiana,1129
2004,Diabetes,Minnesota,1130
2011,Alzheimer's disease,Oklahoma,1130
2001,Stroke,Nebraska,1130
2012,Influenza and pneumonia,New Jersey,1131
2007,Suicide,Michigan,1131
2016,CLRD,New Mexico,1131
2009,Cancer,District of Columbia,1131
2000,Suicide,New York,1132
2013,Influenza and pneumonia,Indiana,1132
2006,Diabetes,Massachusetts,1132
2010,Suicide,Georgia,1133
2016,Suicide,Missouri,1133
2001,Influenza and pneumonia,Arizona,1133
2008,Diabetes,South Carolina,1133
1999,Diabetes,Kentucky,1133
2009,Suicide,Georgia,1134
2005,Unintentional injuries,Connecticut,1134
2008,Unintentional injuries,Nevada,1134
2004,Influenza and pneumonia,Indiana,1136
2007,Diabetes,Wisconsin,1136
2006,Diabetes,South Carolina,1136
2001,CLRD,Nevada,1136
2015,Suicide,Washington,1137
1999,Kidney disease,North Carolina,1138
2012,Kidney disease,Louisiana,1138
2000,Influenza and pneumonia,Alabama,1138
2001,Suicide,Illinois,1139
2006,Suicide,Michigan,1139
2016,Kidney disease,Massachusetts,1139
2006,Diabetes,Oregon,1139
2004,Diabetes,Oklahoma,1139
2002,Unintentional injuries,Kansas,1139
2011,Diabetes,Massachusetts,1140
1999,Influenza and pneumonia,Maryland,1140
2012,Stroke,West Virginia,1140
2016,Suicide,Washington,1141
2004,Influenza and pneumonia,Wisconsin,1141
2006,Diabetes,Kentucky,1141
2013,Diabetes,Massachusetts,1142
1999,Kidney disease,Georgia,1142
2008,Cancer,District of Columbia,1143
2004,Unintentional injuries,Kansas,1144
2002,Suicide,Illinois,1145
2013,Alzheimer's disease,Oklahoma,1145
2009,Diabetes,Oklahoma,1146
2005,Alzheimer's disease,Kentucky,1147
2001,Alzheimer's disease,Tennessee,1148
2015,Diabetes,Oregon,1148
2007,Diabetes,Oklahoma,1148
2001,Kidney disease,Indiana,1149
2005,Diabetes,Oregon,1149
2005,Unintentional injuries,Kansas,1149
2016,Kidney disease,Tennessee,1150
2016,Influenza and pneumonia,Missouri,1150
2005,Stroke,West Virginia,1151
2005,Cancer,District of Columbia,1151
2008,Diabetes,Wisconsin,1152
2007,Kidney disease,Louisiana,1152
2004,Cancer,District of Columbia,1152
2003,Diabetes,Arizona,1153
2016,Kidney disease,Louisiana,1153
2006,Alzheimer's disease,Kentucky,1153
2000,Alzheimer's disease,Minnesota,1154
2011,Unintentional injuries,Nevada,1155
2012,Suicide,Arizona,1156
2005,Kidney disease,Missouri,1156
2001,Unintentional injuries,Kansas,1156
2011,Suicide,Georgia,1157
2003,Influenza and pneumonia,Alabama,1157
2003,Alzheimer's disease,Oregon,1157
2000,Influenza and pneumonia,Kentucky,1157
2010,Diabetes,Wisconsin,1158
2006,Diabetes,Minnesota,1158
2007,Diabetes,Arizona,1159
2011,Suicide,Arizona,1160
2015,Kidney disease,Louisiana,1160
2009,Kidney disease,Louisiana,1160
2003,Diabetes,South Carolina,1161
2008,Suicide,North Carolina,1162
2010,Kidney disease,Wisconsin,1163
2013,Suicide,Arizona,1163
2013,Diabetes,Minnesota,1163
2003,Unintentional injuries,Iowa,1164
2003,Influenza and pneumonia,Wisconsin,1165
2012,Diabetes,Minnesota,1165
2004,Diabetes,South Carolina,1165
2016,Suicide,Virginia,1166
2006,Influenza and pneumonia,Arizona,1166
2006,Diabetes,Oklahoma,1166
2014,Unintentional injuries,Nevada,1166
2007,Heart disease,Vermont,1166
2014,Unintentional injuries,Utah,1167
2012,Suicide,Georgia,1168
2016,Suicide,Colorado,1168
2003,Suicide,New York,1169
2009,Suicide,Michigan,1169
2011,Kidney disease,Louisiana,1169
2007,Cancer,District of Columbia,1169
1999,Alzheimer's disease,Wisconsin,1170
2009,Heart disease,Vermont,1171
2011,Heart disease,District of Columbia,1171
2010,Heart disease,Vermont,1172
2008,Diabetes,Arizona,1173
2001,Alzheimer's disease,Minnesota,1173
2003,CLRD,Nevada,1173
2010,Suicide,North Carolina,1174
2009,Suicide,North Carolina,1174
2008,Unintentional injuries,Kansas,1174
2015,CLRD,Nebraska,1174
2002,CLRD,Nevada,1174
2010,Influenza and pneumonia,Indiana,1175
2014,Diabetes,Kentucky,1175
2003,Influenza and pneumonia,Maryland,1175
2000,Unintentional injuries,Connecticut,1175
2009,Suicide,Ohio,1176
2015,Influenza and pneumonia,Maryland,1176
1999,Stroke,Nebraska,1176
2009,Suicide,Illinois,1177
2016,Influenza and pneumonia,Virginia,1177
2000,Alzheimer's disease,Wisconsin,1177
2012,Unintentional injuries,Nevada,1177
2006,Unintentional injuries,West Virginia,1177
2010,Suicide,Illinois,1178
2016,Alzheimer's disease,Maryland,1178
2004,Stroke,West Virginia,1178
2006,Cancer,District of Columbia,1178
2007,Alzheimer's disease,Minnesota,1179
2008,Suicide,Michigan,1180
2009,Kidney disease,Alabama,1180
1999,Alzheimer's disease,Massachusetts,1182
2000,Unintentional injuries,Maryland,1182
2002,Unintentional injuries,Connecticut,1182
2016,Diabetes,Alabama,1183
2007,Kidney disease,Missouri,1184
2001,Influenza and pneumonia,Indiana,1184
2001,Alzheimer's disease,Virginia,1184
2010,Kidney disease,Alabama,1184
2003,Alzheimer's disease,Louisiana,1184
2013,Unintentional injuries,Nevada,1184
2010,CLRD,Nevada,1186
2004,Suicide,New York,1187
2002,Alzheimer's disease,Missouri,1187
2013,Diabetes,Kentucky,1187
2005,Diabetes,South Carolina,1187
2005,Diabetes,Kentucky,1187
2005,Kidney disease,Louisiana,1187
2011,Heart disease,Vermont,1187
2010,Influenza and pneumonia,Missouri,1188
2006,Unintentional injuries,Iowa,1188
2005,Suicide,New York,1189
2011,Diabetes,Minnesota,1189
2002,Alzheimer's disease,Alabama,1189
2009,Influenza and pneumonia,Indiana,1191
2010,Diabetes,Maryland,1191
2002,Alzheimer's disease,Minnesota,1192
2014,Diabetes,Minnesota,1193
2014,Alzheimer's disease,Arkansas,1193
2005,Influenza and pneumonia,Maryland,1194
2010,Influenza and pneumonia,Virginia,1195
2008,Kidney disease,Louisiana,1195
2004,Diabetes,Kentucky,1195
1999,Suicide,New York,1196
2004,Diabetes,Arizona,1196
2011,Diabetes,Wisconsin,1197
2012,Diabetes,South Carolina,1197
2008,Suicide,Illinois,1198
2007,Alzheimer's disease,Kentucky,1198
1999,Influenza and pneumonia,Kentucky,1198
2006,Unintentional injuries,Kansas,1198
2015,Diabetes,Louisiana,1199
1999,Unintentional injuries,Oregon,1199
2007,Alzheimer's disease,Oregon,1200
2012,Diabetes,Oklahoma,1201
2014,Diabetes,Massachusetts,1202
2007,Alzheimer's disease,Iowa,1202
2005,Unintentional injuries,Iowa,1202
2005,Cancer,Vermont,1202
2011,Influenza and pneumonia,Missouri,1205
2010,Diabetes,Louisiana,1205
2007,Unintentional injuries,Kansas,1205
2006,Diabetes,Arizona,1206
2000,Diabetes,South Carolina,1206
2012,Heart disease,Vermont,1206
2001,Kidney disease,Massachusetts,1207
2009,Diabetes,Maryland,1207
2016,Influenza and pneumonia,New Jersey,1208
2005,Diabetes,Arizona,1208
2000,Alzheimer's disease,Indiana,1209
2000,Diabetes,Minnesota,1209
2003,Cancer,Vermont,1210
2016,Unintentional injuries,Utah,1211
2013,Suicide,Georgia,1212
2006,Diabetes,Wisconsin,1212
2010,Diabetes,Kentucky,1212
2009,Alzheimer's disease,Oregon,1212
2007,Unintentional injuries,Nevada,1212
2004,Cancer,Vermont,1212
2011,Suicide,North Carolina,1213
2012,Influenza and pneumonia,Missouri,1213
2001,Diabetes,Minnesota,1213
2008,Diabetes,Kentucky,1214
2006,Cancer,Vermont,1214
2008,Heart disease,Vermont,1216
2014,Kidney disease,Louisiana,1217
2005,Diabetes,Oklahoma,1217
2015,Heart disease,District of Columbia,1217
2012,Diabetes,Maryland,1218
2010,Kidney disease,Louisiana,1218
2002,Influenza and pneumonia,Alabama,1218
2001,Suicide,Ohio,1219
2013,Heart disease,Vermont,1220
2011,Suicide,Michigan,1221
2012,Kidney disease,Indiana,1221
2015,Diabetes,Minnesota,1221
2011,Diabetes,Oklahoma,1221
2007,Diabetes,Massachusetts,1222
2002,Kidney disease,Indiana,1222
2000,Influenza and pneumonia,Arizona,1222
2009,Kidney disease,Missouri,1223
2015,Unintentional injuries,Utah,1223
2004,Unintentional injuries,New Mexico,1223
2002,Cancer,Vermont,1224
2004,CLRD,West Virginia,1225
2011,Suicide,Illinois,1226
2014,Alzheimer's disease,Oklahoma,1227
2005,CLRD,Nevada,1227
2003,Unintentional injuries,New Mexico,1227
2002,Suicide,New York,1228
2015,Kidney disease,Massachusetts,1228
2014,Kidney disease,Massachusetts,1228
